Time (s),Raw Conductance (uS),Filtered Conductance (uS),Tonic Baseline (uS),Phasic Response (uS),IsPeak,PeakAmplitude,PeakLabel,Latitude,Longitude
134.067,8.4702,8.4702,8.3856,0.0846,0,,"",,
134.167,8.4793,8.4793,8.3805,0.0988,0,,"",,
134.267,8.4934,8.4934,8.3751,0.1183,0,,"",,
134.367,8.5228,8.5228,8.3696,0.1532,0,,"",,
134.467,8.5604,8.5604,8.3638,0.1966,0,,"",,
134.567,8.6021,8.6021,8.3579,0.2442,0,,"",,
134.667,8.6457,8.6457,8.3517,0.2940,0,,"",,
134.767,8.6812,8.6812,8.3453,0.3359,0,,"",,
134.868,8.7040,8.7040,8.3388,0.3652,0,,"",,
134.968,8.7146,8.7146,8.3320,0.3826,0,,"",,
135.068,8.7249,8.7249,8.3251,0.3998,0,,"",,
135.168,8.7342,8.7342,8.3179,0.4163,0,,"",,
135.268,8.7368,8.7368,8.3106,0.4262,0,,"",,
135.368,8.7354,8.7354,8.3031,0.4323,0,,"",,
135.468,8.7284,8.7284,8.2955,0.4329,0,,"",,
135.568,8.7080,8.7080,8.2877,0.4203,0,,"",,
135.669,8.6789,8.6789,8.2797,0.3992,0,,"",,
135.769,8.6505,8.6505,8.2716,0.3789,0,,"",,
135.869,8.6261,8.6261,8.2635,0.3626,0,,"",,
135.969,8.5995,8.5995,8.2554,0.3441,0,,"",,
136.069,8.5773,8.5773,8.2473,0.3300,0,,"",,
136.169,8.5562,8.5562,8.2392,0.3170,0,,"",,
136.269,8.5310,8.5310,8.2312,0.2998,0,,"",,
136.369,8.4983,8.4983,8.2233,0.2750,0,,"",,
136.470,8.4651,8.4651,8.2154,0.2497,0,,"",,
136.570,8.4370,8.4370,8.2075,0.2295,0,,"",,
136.670,8.4161,8.4161,8.1998,0.2163,0,,"",,
136.770,8.3970,8.3970,8.1921,0.2049,0,,"",,
136.870,8.3817,8.3817,8.1844,0.1973,0,,"",,
136.970,8.3673,8.3673,8.1768,0.1905,0,,"",,
137.070,8.3503,8.3503,8.1693,0.1810,0,,"",,
137.170,8.3270,8.3270,8.1618,0.1652,0,,"",,
137.271,8.3032,8.3032,8.1544,0.1488,0,,"",,
137.371,8.2867,8.2867,8.1471,0.1396,0,,"",,
137.471,8.2741,8.2741,8.1398,0.1343,0,,"",,
137.571,8.2617,8.2617,8.1327,0.1290,0,,"",,
137.671,8.2521,8.2521,8.1256,0.1265,0,,"",,
137.771,8.2446,8.2446,8.1185,0.1261,0,,"",,
137.871,8.2319,8.2319,8.1115,0.1204,0,,"",,
137.971,8.2129,8.2129,8.1046,0.1083,0,,"",,
138.072,8.2006,8.2006,8.0978,0.1028,0,,"",,
138.172,8.1926,8.1926,8.0911,0.1015,0,,"",,
138.272,8.1860,8.1860,8.0844,0.1016,0,,"",,
138.372,8.1836,8.1836,8.0778,0.1058,0,,"",,
138.472,8.1884,8.1884,8.0713,0.1171,0,,"",,
138.572,8.1946,8.1946,8.0649,0.1297,0,,"",,
138.672,8.1931,8.1931,8.0586,0.1345,0,,"",,
138.772,8.1933,8.1933,8.0524,0.1409,0,,"",,
138.873,8.2034,8.2034,8.0462,0.1572,0,,"",,
138.973,8.2157,8.2157,8.0401,0.1756,0,,"",,
139.073,8.2278,8.2278,8.0340,0.1938,0,,"",,
139.173,8.2417,8.2417,8.0281,0.2136,0,,"",,
139.273,8.2526,8.2526,8.0222,0.2304,0,,"",,
139.373,8.2547,8.2547,8.0163,0.2384,0,,"",,
139.473,8.2497,8.2497,8.0105,0.2392,0,,"",,
139.573,8.2468,8.2468,8.0047,0.2421,0,,"",,
139.674,8.2484,8.2484,7.9990,0.2494,0,,"",,
139.774,8.2512,8.2512,7.9933,0.2579,0,,"",,
139.874,8.2526,8.2526,7.9877,0.2649,0,,"",,
139.974,8.2505,8.2505,7.9820,0.2685,0,,"",,
140.074,8.2434,8.2434,7.9764,0.2670,0,,"",,
140.174,8.2301,8.2301,7.9707,0.2594,0,,"",,
140.274,8.2154,8.2154,7.9650,0.2504,0,,"",,
140.374,8.2038,8.2038,7.9594,0.2444,0,,"",,
140.475,8.1921,8.1921,7.9537,0.2384,0,,"",,
140.575,8.1797,8.1797,7.9481,0.2316,0,,"",,
140.675,8.1697,8.1697,7.9424,0.2273,0,,"",,
140.775,8.1599,8.1599,7.9368,0.2231,0,,"",,
140.875,8.1441,8.1441,7.9311,0.2130,0,,"",,
140.975,8.1230,8.1230,7.9254,0.1976,0,,"",,
141.075,8.1073,8.1073,7.9197,0.1876,0,,"",,
141.175,8.0956,8.0956,7.9140,0.1816,0,,"",,
141.275,8.0847,8.0847,7.9083,0.1764,0,,"",,
141.376,8.0762,8.0762,7.9026,0.1736,0,,"",,
141.476,8.0691,8.0691,7.8969,0.1722,0,,"",,
141.576,8.0596,8.0596,7.8911,0.1685,0,,"",,
141.676,8.0480,8.0480,7.8853,0.1627,0,,"",,
141.776,8.0387,8.0387,7.8796,0.1591,0,,"",,
141.876,8.0343,8.0343,7.8738,0.1605,0,,"",,
141.976,8.0316,8.0316,7.8680,0.1636,0,,"",,
142.076,8.0290,8.0290,7.8622,0.1668,0,,"",,
142.177,8.0277,8.0277,7.8565,0.1712,0,,"",,
142.277,8.0227,8.0227,7.8507,0.1720,0,,"",,
142.377,8.0075,8.0075,7.8449,0.1626,0,,"",,
142.477,7.9922,7.9922,7.8391,0.1531,0,,"",,
142.577,7.9830,7.9830,7.8333,0.1497,0,,"",,
142.677,7.9752,7.9752,7.8275,0.1477,0,,"",,
142.777,7.9672,7.9672,7.8217,0.1455,0,,"",,
142.877,7.9584,7.9584,7.8159,0.1425,0,,"",,
142.978,7.9481,7.9481,7.8101,0.1380,0,,"",,
143.078,7.9350,7.9350,7.8043,0.1307,0,,"",,
143.178,7.9203,7.9203,7.7985,0.1218,0,,"",,
143.278,7.9099,7.9099,7.7927,0.1172,0,,"",,
143.378,7.9018,7.9018,7.7869,0.1149,0,,"",,
143.478,7.8946,7.8946,7.7812,0.1134,0,,"",,
143.578,7.8884,7.8884,7.7754,0.1130,0,,"",,
143.678,7.8814,7.8814,7.7697,0.1117,0,,"",,
143.779,7.8712,7.8712,7.7640,0.1072,0,,"",,
143.879,7.8586,7.8586,7.7583,0.1003,0,,"",,
143.979,7.8479,7.8479,7.7526,0.0953,0,,"",,
144.079,7.8455,7.8455,7.7469,0.0986,0,,"",,
144.179,7.8456,7.8456,7.7413,0.1043,0,,"",,
144.279,7.8477,7.8477,7.7358,0.1119,0,,"",,
144.379,7.8546,7.8546,7.7302,0.1244,0,,"",,
144.479,7.8614,7.8614,7.7247,0.1367,0,,"",,
144.580,7.8624,7.8624,7.7192,0.1432,0,,"",,
144.680,7.8601,7.8601,7.7138,0.1463,0,,"",,
144.780,7.8611,7.8611,7.7083,0.1528,0,,"",,
144.880,7.8639,7.8639,7.7029,0.1610,0,,"",,
144.980,7.8669,7.8669,7.6975,0.1694,0,,"",,
145.080,7.8668,7.8668,7.6922,0.1746,0,,"",,
145.180,7.8647,7.8647,7.6868,0.1779,0,,"",,
145.280,7.8586,7.8586,7.6815,0.1771,0,,"",,
145.381,7.8434,7.8434,7.6762,0.1672,0,,"",,
145.481,7.8267,7.8267,7.6709,0.1558,0,,"",,
145.581,7.8153,7.8153,7.6656,0.1497,0,,"",,
145.681,7.8060,7.8060,7.6604,0.1456,0,,"",,
145.781,7.7966,7.7966,7.6552,0.1414,0,,"",,
145.881,7.7881,7.7881,7.6500,0.1381,0,,"",,
145.981,7.7786,7.7786,7.6448,0.1338,0,,"",,
146.081,7.7655,7.7655,7.6396,0.1259,0,,"",,
146.182,7.7492,7.7492,7.6344,0.1148,0,,"",,
146.282,7.7383,7.7383,7.6293,0.1090,0,,"",,
146.382,7.7321,7.7321,7.6241,0.1080,0,,"",,
146.482,7.7263,7.7263,7.6190,0.1073,0,,"",,
146.582,7.7228,7.7228,7.6140,0.1088,0,,"",,
146.682,7.7195,7.7195,7.6089,0.1106,0,,"",,
146.782,7.7126,7.7126,7.6039,0.1087,0,,"",,
146.882,7.7015,7.7015,7.5989,0.1026,0,,"",,
146.983,7.6903,7.6903,7.5940,0.0963,0,,"",,
147.083,7.6845,7.6845,7.5891,0.0954,0,,"",,
147.183,7.6793,7.6793,7.5842,0.0951,0,,"",,
147.283,7.6732,7.6732,7.5794,0.0938,0,,"",,
147.383,7.6675,7.6675,7.5746,0.0929,0,,"",,
147.483,7.6612,7.6612,7.5698,0.0914,0,,"",,
147.583,7.6477,7.6477,7.5651,0.0826,0,,"",,
147.683,7.6324,7.6324,7.5604,0.0720,0,,"",,
147.784,7.6245,7.6245,7.5558,0.0687,0,,"",,
147.884,7.6177,7.6177,7.5513,0.0664,0,,"",,
147.984,7.6104,7.6104,7.5468,0.0636,0,,"",,
148.084,7.6073,7.6073,7.5423,0.0650,0,,"",,
148.184,7.6060,7.6060,7.5379,0.0681,0,,"",,
148.284,7.5993,7.5993,7.5336,0.0657,0,,"",,
148.384,7.5855,7.5855,7.5293,0.0562,0,,"",,
148.484,7.5753,7.5753,7.5251,0.0502,0,,"",,
148.585,7.5695,7.5695,7.5210,0.0485,0,,"",,
148.685,7.5634,7.5634,7.5169,0.0465,0,,"",,
148.785,7.5575,7.5575,7.5129,0.0446,0,,"",,
148.885,7.5526,7.5526,7.5090,0.0436,0,,"",,
148.985,7.5465,7.5465,7.5052,0.0413,0,,"",,
149.085,7.5364,7.5364,7.5015,0.0349,0,,"",,
149.185,7.5229,7.5229,7.4978,0.0251,0,,"",,
149.285,7.5134,7.5134,7.4943,0.0191,0,,"",,
149.386,7.5079,7.5079,7.4909,0.0170,0,,"",,
149.486,7.5034,7.5034,7.4875,0.0159,0,,"",,
149.586,7.4997,7.4997,7.4843,0.0154,0,,"",,
149.686,7.4960,7.4960,7.4812,0.0148,0,,"",,
149.786,7.4882,7.4882,7.4782,0.0100,0,,"",,
149.886,7.4768,7.4768,7.4753,0.0015,0,,"",,
149.986,7.4726,7.4726,7.4726,0.0000,0,,"",,
150.086,7.4784,7.4784,7.4700,0.0084,0,,"",,
150.187,7.4904,7.4904,7.4675,0.0229,0,,"",,
150.287,7.5085,7.5085,7.4651,0.0434,0,,"",,
150.387,7.5356,7.5356,7.4629,0.0727,0,,"",,
150.487,7.5670,7.5670,7.4608,0.1062,0,,"",,
150.587,7.5954,7.5954,7.4589,0.1365,0,,"",,
150.687,7.6205,7.6205,7.4571,0.1634,0,,"",,
150.787,7.6488,7.6488,7.4554,0.1934,0,,"",,
150.887,7.6798,7.6798,7.4539,0.2259,0,,"",,
150.988,7.7100,7.7100,7.4526,0.2574,0,,"",,
151.088,7.7368,7.7368,7.4514,0.2854,0,,"",,
151.188,7.7698,7.7698,7.4504,0.3194,0,,"",,
151.288,7.7983,7.7983,7.4495,0.3488,0,,"",,
151.388,7.8136,7.8136,7.4488,0.3648,0,,"",,
151.488,7.8230,7.8230,7.4482,0.3748,0,,"",,
151.588,7.8263,7.8263,7.4478,0.3785,0,,"",,
151.688,7.8248,7.8248,7.4476,0.3772,0,,"",,
151.789,7.8218,7.8218,7.4475,0.3743,0,,"",,
151.889,7.8140,7.8140,7.4475,0.3665,0,,"",,
151.989,7.8005,7.8005,7.4478,0.3527,0,,"",,
152.089,7.7858,7.7858,7.4481,0.3377,0,,"",,
152.189,7.7697,7.7697,7.4487,0.3210,0,,"",,
152.289,7.7551,7.7551,7.4494,0.3057,0,,"",,
152.389,7.7429,7.7429,7.4503,0.2926,0,,"",,
152.489,7.7344,7.7344,7.4514,0.2830,0,,"",,
152.590,7.7299,7.7299,7.4527,0.2772,0,,"",,
152.690,7.7273,7.7273,7.4542,0.2731,0,,"",,
152.790,7.7248,7.7248,7.4560,0.2688,0,,"",,
152.890,7.7286,7.7286,7.4581,0.2705,0,,"",,
152.990,7.7426,7.7426,7.4604,0.2822,0,,"",,
153.090,7.7590,7.7590,7.4629,0.2961,0,,"",,
153.190,7.7785,7.7785,7.4658,0.3127,0,,"",,
153.290,7.8004,7.8004,7.4689,0.3315,0,,"",,
153.391,7.8198,7.8198,7.4722,0.3476,0,,"",,
153.491,7.8295,7.8295,7.4758,0.3537,0,,"",,
153.591,7.8357,7.8357,7.4796,0.3561,0,,"",,
153.691,7.8483,7.8483,7.4837,0.3646,0,,"",,
153.791,7.8640,7.8640,7.4880,0.3760,0,,"",,
153.891,7.8779,7.8779,7.4926,0.3853,0,,"",,
153.991,7.8915,7.8915,7.4974,0.3941,0,,"",,
154.091,7.9033,7.9033,7.5024,0.4009,0,,"",,
154.192,7.9083,7.9083,7.5077,0.4006,0,,"",,
154.292,7.9029,7.9029,7.5132,0.3897,0,,"",,
154.392,7.8960,7.8960,7.5189,0.3771,0,,"",,
154.492,7.8936,7.8936,7.5248,0.3688,0,,"",,
154.592,7.8948,7.8948,7.5309,0.3639,0,,"",,
154.692,7.8975,7.8975,7.5372,0.3603,0,,"",,
154.792,7.8974,7.8974,7.5437,0.3537,0,,"",,
154.892,7.8875,7.8875,7.5505,0.3370,0,,"",,
154.993,7.8667,7.8667,7.5574,0.3093,0,,"",,
155.093,7.8502,7.8502,7.5646,0.2856,0,,"",,
155.193,7.8428,7.8428,7.5719,0.2709,0,,"",,
155.293,7.8373,7.8373,7.5795,0.2578,0,,"",,
155.393,7.8319,7.8319,7.5872,0.2447,0,,"",,
155.493,7.8288,7.8288,7.5951,0.2337,0,,"",,
155.593,7.8238,7.8238,7.6032,0.2206,0,,"",,
155.693,7.8135,7.8135,7.6115,0.2020,0,,"",,
155.794,7.7992,7.7992,7.6200,0.1792,0,,"",,
155.894,7.7914,7.7914,7.6287,0.1627,0,,"",,
155.994,7.7893,7.7893,7.6375,0.1518,0,,"",,
156.094,7.7887,7.7887,7.6465,0.1422,0,,"",,
156.194,7.7924,7.7924,7.6556,0.1368,0,,"",,
156.294,7.8016,7.8016,7.6648,0.1368,0,,"",,
156.394,7.8163,7.8163,7.6740,0.1423,0,,"",,
156.494,7.8334,7.8334,7.6833,0.1501,0,,"",,
156.595,7.8637,7.8637,7.6926,0.1711,0,,"",,
156.695,7.9047,7.9047,7.7018,0.2029,0,,"",,
156.795,7.9484,7.9484,7.7110,0.2374,0,,"",,
156.895,7.9934,7.9934,7.7200,0.2734,0,,"",,
156.995,8.0372,8.0372,7.7289,0.3083,0,,"",,
157.095,8.0659,8.0659,7.7376,0.3283,0,,"",,
157.195,8.0791,8.0791,7.7462,0.3329,0,,"",,
157.295,8.0844,8.0844,7.7546,0.3298,0,,"",,
157.396,8.0913,8.0913,7.7627,0.3286,0,,"",,
157.496,8.0920,8.0920,7.7707,0.3213,0,,"",,
157.596,8.0852,8.0852,7.7786,0.3066,0,,"",,
157.696,8.0798,8.0798,7.7862,0.2936,0,,"",,
157.796,8.0702,8.0702,7.7937,0.2765,0,,"",,
157.896,8.0466,8.0466,7.8009,0.2457,0,,"",,
157.996,8.0167,8.0167,7.8080,0.2087,0,,"",,
158.096,7.9982,7.9982,7.8149,0.1833,0,,"",,
158.197,7.9884,7.9884,7.8217,0.1667,0,,"",,
158.297,7.9813,7.9813,7.8282,0.1531,0,,"",,
158.397,7.9836,7.9836,7.8345,0.1491,0,,"",,
158.497,7.9997,7.9997,7.8407,0.1590,0,,"",,
158.597,8.0051,8.0051,7.8455,0.1596,0,,"",,
158.697,7.9907,7.9907,7.8500,0.1407,0,,"",,
158.797,7.9871,7.9871,7.8545,0.1326,0,,"",,
158.897,8.0704,8.0704,7.8588,0.2116,0,,"",,
158.998,8.2140,8.2140,7.8629,0.3511,0,,"",,
159.098,8.2965,8.2965,7.8664,0.4301,0,,"",,
159.198,8.3440,8.3440,7.8699,0.4741,0,,"",,
159.298,8.3785,8.3785,7.8733,0.5052,0,,"",,
159.398,8.3998,8.3998,7.8767,0.5231,0,,"",,
159.498,8.4106,8.4106,7.8799,0.5307,0,,"",,
159.598,8.4175,8.4175,7.8831,0.5344,0,,"",,
159.698,8.4251,8.4251,7.8861,0.5390,1,0.4064,"",,
159.799,8.4277,8.4277,7.8891,0.5386,0,,"",,
159.899,8.4283,8.4283,7.8919,0.5364,0,,"",,
159.999,8.4280,8.4280,7.8946,0.5334,0,,"",,
160.099,8.4259,8.4259,7.8972,0.5287,0,,"",,
160.199,8.4308,8.4308,7.8996,0.5312,0,,"",,
160.299,8.4415,8.4415,7.9018,0.5397,0,,"",,
160.399,8.4603,8.4603,7.9039,0.5564,0,,"",,
160.499,8.4944,8.4944,7.9057,0.5887,0,,"",,
160.600,8.5498,8.5498,7.9074,0.6424,0,,"",,
160.700,8.6246,8.6246,7.9090,0.7156,0,,"",,
160.800,8.7095,8.7095,7.9104,0.7991,0,,"",,
160.900,8.7910,8.7910,7.9117,0.8793,0,,"",,
161.000,8.8711,8.8711,7.9128,0.9583,0,,"",,
